Title,Author,Length,Link
A Court of Wings and Ruin,By: Sarah J. Maas,Length: 25 hrs and 9 mins,https://www.audible.com/pd/A-Court-of-Wings-and-Ruin-Audiobook/B072BFQF1N?qid=1722342581&sr=1-180&ref_pageloadid=9dTlONpWQkWNVVmj&ref=a_search_c3_lProduct_9_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=VC5XHKJQFCVXFTVQNC1W&pageLoadId=Y6gP0hVPLM8Bn6iZ&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hostile Takeover,By: Franklin Horton,Length: 8 hrs and 41 mins,https://www.audible.com/pd/Hostile-Takeover-Audiobook/B0D7WZ4JTH?qid=1722342585&sr=1-181&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Oathbringer,By: Brandon Sanderson,Length: 55 hrs and 5 mins,https://www.audible.com/pd/Oathbringer-Audiobook/B0718Z5K4C?qid=1722342585&sr=1-182&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Red Sky Mourning,By: Jack Carr,Length: 15 hrs and 28 mins,https://www.audible.com/pd/Red-Sky-Mourning-Audiobook/B0CLGVVKS4?qid=1722342585&sr=1-183&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Loud,By: Drew Afualo,Length: 6 hrs and 33 mins,https://www.audible.com/pd/Loud-Audiobook/B0CKLZTZLJ?qid=1722342585&sr=1-184&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Words of Radiance,By: Brandon Sanderson,Length: 48 hrs and 13 mins,https://www.audible.com/pd/Words-of-Radiance-Audiobook/B00HWF0MHW?qid=1722342585&sr=1-185&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Body Keeps the Score,By: Bessel A. van der Kolk,Length: 16 hrs and 15 mins,https://www.audible.com/pd/The-Body-Keeps-the-Score-Audiobook/0593412702?qid=1722342585&sr=1-186&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Ragpicker King,By: Cassandra Clare,Length: 23 hrs,https://www.audible.com/pd/The-Ragpicker-King-Audiobook/B0D79H4DFQ?qid=1722342585&sr=1-187&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Sky and Breath,By: Sarah J. Maas,Length: 27 hrs and 42 mins,https://www.audible.com/pd/House-of-Sky-and-Breath-Audiobook/B09MZPZ1WG?qid=1722342585&sr=1-188&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Trial of Innocents,By: Michael Swiger,Length: 7 hrs and 6 mins,https://www.audible.com/pd/A-Trial-of-Innocents-Audiobook/B0D9MPV5L2?qid=1722342585&sr=1-189&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Unreasonable Hospitality,By: Will Guidara,Length: 8 hrs and 37 mins,https://www.audible.com/pd/Unreasonable-Hospitality-Audiobook/B09S4VPXPJ?qid=1722342585&sr=1-190&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Psychology of Money,By: Morgan Housel,Length: 5 hrs and 55 mins,https://www.audible.com/pd/The-Psychology-of-Money-Audiobook/B08D9TXF3H?qid=1722342585&sr=1-191&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rhythm of War,By: Brandon Sanderson,Length: 57 hrs and 26 mins,https://www.audible.com/pd/Rhythm-of-War-Audiobook/1250759781?qid=1722342585&sr=1-192&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mad Love,By: Willow Aster,Length: 7 hrs and 53 mins,https://www.audible.com/pd/Mad-Love-Audiobook/B0D81C1B32?qid=1722342585&sr=1-193&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Wildest Dreams,By: Kristen Proby,Length: 9 hrs and 13 mins,https://www.audible.com/pd/Wildest-Dreams-Audiobook/B0D7MJNPY3?qid=1722342585&sr=1-194&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Skaventide,By: Gary Kloster,Length: 15 hrs and 1 min,https://www.audible.com/pd/Skaventide-Audiobook/B0D67BM7K6?qid=1722342585&sr=1-195&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Last Day of the Immortal,By: Kirill Klevanski,Length: 16 hrs and 6 mins,https://www.audible.com/pd/Last-Day-of-the-Immortal-Audiobook/B0D98LP36H?qid=1722342585&sr=1-196&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Harry Potter and the Chamber of Secrets, Book 2",By: J.K. Rowling,Length: 9 hrs and 2 mins,https://www.audible.com/pd/Harry-Potter-and-the-Chamber-of-Secrets-Book-2-Audiobook/B017V4IWVG?qid=1722342585&sr=1-197&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Arkangel,By: James Rollins,Length: 16 hrs and 46 mins,https://www.audible.com/pd/Arkangel-Audiobook/B0CN9RY2DQ?qid=1722342585&sr=1-198&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Next Mrs. Parrish,By: Liv Constantine,Length: 10 hrs and 51 mins,https://www.audible.com/pd/The-Next-Mrs-Parrish-Audiobook/B0CKM4XRH3?qid=1722342585&sr=1-199&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Reign of a Billionaire,By: Eva Winners,Length: 12 hrs and 5 mins,https://www.audible.com/pd/Reign-of-a-Billionaire-Audiobook/B0D9PHD84R?qid=1722342585&sr=1-200&ref_pageloadid=Y6gP0hVPLM8Bn6iZ&ref=a_search_c3_lProduct_10_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KSA1CM08SKHT4HCK2GEG&pageLoadId=HoICGpaPeWuEZb2q&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Heir of Fire,By: Sarah J. Maas,Length: 17 hrs and 56 mins,https://www.audible.com/pd/Heir-of-Fire-Audiobook/B09CHBJYZC?qid=1722342589&sr=1-201&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
It Starts with Us,By: Colleen Hoover,Length: 8 hrs and 41 mins,https://www.audible.com/pd/It-Starts-with-Us-Audiobook/B09SBP7MWN?qid=1722342589&sr=1-202&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Hero of Ages,By: Brandon Sanderson,Length: 27 hrs and 25 mins,https://www.audible.com/pd/The-Hero-of-Ages-Audiobook/B002VA9IKK?qid=1722342589&sr=1-203&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"The Beginner’s Guide to Gut Health: Unlocking Digestive Freedom, Weight Wellness, and Mental Clarity Made Easy",By: Christina Kiser,Length: 3 hrs and 26 mins,https://www.audible.com/pd/The-Beginners-Guide-to-Gut-Health-Unlocking-Digestive-Freedom-Weight-Wellness-and-Mental-Clarity-Made-Easy-Audiobook/B0D9PMJMSY?qid=1722342589&sr=1-204&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Forbidden,By: Sawyer Bennett,Length: 7 hrs and 41 mins,https://www.audible.com/pd/The-Forbidden-Audiobook/B0DB2LXNR6?qid=1722342589&sr=1-205&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Sasha Urban: The Complete Series,"By: Dima Zales, Anna Zaires",Length: 60 hrs and 39 mins,https://www.audible.com/pd/Sasha-Urban-The-Complete-Series-Audiobook/B097398TV9?qid=1722342589&sr=1-206&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Woman in Me,By: Britney Spears,Length: 5 hrs and 31 mins,https://www.audible.com/pd/The-Woman-in-Me-Audiobook/B0BRBR3VHC?qid=1722342589&sr=1-207&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Children of Dune,By: Frank Herbert,Length: 16 hrs and 51 mins,https://www.audible.com/pd/Children-of-Dune-Audiobook/B002V57VRC?qid=1722342589&sr=1-208&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
This Is Why We Lied,By: Karin Slaughter,Length: 18 hrs and 6 mins,https://www.audible.com/pd/This-Is-Why-We-Lied-Audiobook/B0CPGRXTF4?qid=1722342589&sr=1-209&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Empire of Storms,By: Sarah J. Maas,Length: 25 hrs and 18 mins,https://www.audible.com/pd/Empire-of-Storms-Audiobook/B01KIQVHL6?qid=1722342589&sr=1-210&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Stateside,By: JD Kirk,Length: 12 hrs and 9 mins,https://www.audible.com/pd/Stateside-Audiobook/B0D7D7NXT7?qid=1722342589&sr=1-211&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Harry Potter and the Deathly Hallows, Book 7",By: J.K. Rowling,Length: 21 hrs and 36 mins,https://www.audible.com/pd/Harry-Potter-and-the-Deathly-Hallows-Book-7-Audiobook/B017WJ5ZK6?qid=1722342589&sr=1-212&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rift in the Soul,By: Faith Hunter,Length: 15 hrs and 21 mins,https://www.audible.com/pd/Rift-in-the-Soul-Audiobook/B0D2LRPMTS?qid=1722342589&sr=1-213&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"The Marriage Auction 2, Book Four",By: Audrey Carlan,Length: 9 hrs and 55 mins,https://www.audible.com/ac/The-Marriage-Auction-2-Book-Four-Audiobook/B0D8WQ8CLK?qid=1722342589&sr=1-214&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Haunting Adeline,By: H. D. Carlton,Length: 15 hrs and 49 mins,https://www.audible.com/pd/Haunting-Adeline-Audiobook/B0BC9TQVCY?qid=1722342589&sr=1-215&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Dungeon Anarchist's Cookbook,By: Matt Dinniman,Length: 16 hrs and 54 mins,https://www.audible.com/pd/The-Dungeon-Anarchists-Cookbook-Audiobook/B094XCNV6G?qid=1722342589&sr=1-216&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
An Island Princess Starts a Scandal,By: Adriana Herrera,Length: 12 hrs and 40 mins,https://www.audible.com/pd/An-Island-Princess-Starts-a-Scandal-Audiobook/B0BQ15RNDS?qid=1722342589&sr=1-217&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Housemaid Is Watching,By: Freida McFadden,Length: 11 hrs and 42 mins,https://www.audible.com/pd/The-Housemaid-Is-Watching-Audiobook/B0CTMZBM36?qid=1722342589&sr=1-218&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Throne of Glass,By: Sarah J. Maas,Length: 13 hrs and 3 mins,https://www.audible.com/pd/Throne-of-Glass-Audiobook/1547607548?qid=1722342589&sr=1-219&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
True Believer,By: Jack Carr,Length: 15 hrs and 44 mins,https://www.audible.com/pd/True-Believer-Audiobook/B07HY7TSLY?qid=1722342589&sr=1-220&ref_pageloadid=HoICGpaPeWuEZb2q&ref=a_search_c3_lProduct_11_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=1P8N6V3WT6Y2XTYE5M8Z&pageLoadId=GhZFMBWLrrVZbGEO&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Swan Song,By: Elin Hilderbrand,Length: 13 hrs and 39 mins,https://www.audible.com/pd/Swan-Song-Audiobook/B0CMF4C8XZ?qid=1722342593&sr=1-221&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Earth and Blood,By: Sarah J. Maas,Length: 27 hrs and 50 mins,https://www.audible.com/pd/House-of-Earth-and-Blood-Audiobook/B082YHZPTY?qid=1722342593&sr=1-222&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dragon Warrior,By: KrazeKode,Length: 10 hrs and 39 mins,https://www.audible.com/pd/Dragon-Warrior-Audiobook/B0D92QCK71?qid=1722342593&sr=1-223&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Final Empire,By: Brandon Sanderson,Length: 24 hrs and 39 mins,https://www.audible.com/pd/The-Final-Empire-Audiobook/B002V0QCYU?qid=1722342593&sr=1-224&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Court of Silver Flames,By: Sarah J. Maas,Length: 26 hrs and 5 mins,https://www.audible.com/pd/A-Court-of-Silver-Flames-Audiobook/1980085722?qid=1722342593&sr=1-225&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dragons of Eternity,"By: Margaret Weis, Tracy Hickman",Length: 12 hrs and 56 mins,https://www.audible.com/pd/Dragons-of-Eternity-Audiobook/B0CNFJP9T5?qid=1722342593&sr=1-226&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Game of Thrones,By: George R.R. Martin,Length: 33 hrs and 46 mins,https://www.audible.com/pd/A-Game-of-Thrones-Audiobook/B002UZZ93G?qid=1722342593&sr=1-227&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Harry Potter and the Goblet of Fire, Book 4",By: J.K. Rowling,Length: 20 hrs and 36 mins,https://www.audible.com/pd/Harry-Potter-and-the-Goblet-of-Fire-Book-4-Audiobook/B017V4NUPO?qid=1722342593&sr=1-228&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Obsession,By: Jane Henry,Length: 10 hrs and 22 mins,https://www.audible.com/pd/Obsession-Audiobook/B0DB2L2LZJ?qid=1722342593&sr=1-229&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Siege of Vraks,By: Steve Lyons,Length: 9 hrs and 48 mins,https://www.audible.com/pd/Siege-of-Vraks-Audiobook/B0D4R5W51P?qid=1722342593&sr=1-230&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Master of Puppets,By: Eric Ugland,Length: 13 hrs and 15 mins,https://www.audible.com/pd/Master-of-Puppets-Audiobook/B0D92NN83Y?qid=1722342593&sr=1-231&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Secrets and Strife: An Isekai LitRPG,By: SourpatchHero,Length: 16 hrs and 53 mins,https://www.audible.com/pd/Secrets-and-Strife-An-Isekai-LitRPG-Audiobook/B0CPTBF8H1?qid=1722342593&sr=1-232&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Housemaid,By: Freida McFadden,Length: 9 hrs and 46 mins,https://www.audible.com/pd/The-Housemaid-Audiobook/B09XRH26TS?qid=1722342593&sr=1-233&ref_pageloadid=GhZFMBWLrrVZbGEO&ref=a_search_c3_lProduct_12_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=150MWGGN8Y2C31BFA7R6&pageLoadId=wITZX1h0ValSTgzq&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
